,LA_code,LA_name,GI_code,GI_categories,Religion_code,Religion_categories,Observation,Group_Percentages_No religion,Total_LA_counts,No religion_%,Religion_code_Christian,Religion_categories_Christian,Observation_Christian,Group_Percentages_Christian,Total_LA_counts_Christian,Christian_%,Religion_code_Muslim,Religion_categories_Muslim,Observation_Muslim,Group_Percentages_Muslim,Total_LA_counts_Muslim,Muslim_%,Religion_code_Other,Religion_categories_Other,Observation_Other,Group_Percentages_Other,Total_LA_counts_Other,Other_%,Religion_code_Buddhist,Religion_categories_Buddhist,Observation_Buddhist,Group_Percentages_Buddhist,Total_LA_counts_Buddhist,Buddhist_%,Religion_code_Jewish,Religion_categories_Jewish,Observation_Jewish,Group_Percentages_Jewish,Total_LA_counts_Jewish,Jewish_%,Religion_code_Hindu,Religion_categories_Hindu,Observation_Hindu,Group_Percentages_Hindu,Total_LA_counts_Hindu,Hindu_%,Religion_code_Sikh,Religion_categories_Sikh,Observation_Sikh,Group_Percentages_Sikh,Total_LA_counts_Sikh,Sikh_%
202,E07000202,Ipswich,3,Not answered,1,No religion,1556,1.48,104984,46.22,2,Christian,2210,2.11,104984,47.78,6,Muslim,323,0.31,104984,3.44,8,Other religion,54,0.05,104984,0.7400000000000001,3,Buddhist,26,0.02,104984,0.5,5,Jewish,4,0.0,104984,0.7400000000000001,4,Hindu,62,0.06,104984,0.7400000000000001,7,Sikh,12,0.01,104984,0.7400000000000001
203,E07000203,Mid Suffolk,3,Not answered,1,No religion,985,1.21,81460,43.39,2,Christian,1267,1.56,81460,55.230000000000004,6,Muslim,13,0.02,81460,0.24,8,Other religion,27,0.03,81460,0.49,3,Buddhist,7,0.01,81460,0.37,5,Jewish,2,0.0,81460,0.49,4,Hindu,10,0.01,81460,0.49,7,Sikh,2,0.0,81460,0.49
204,E07000207,Elmbridge,3,Not answered,1,No religion,1116,1.09,102157,36.61,2,Christian,1549,1.52,102157,56.830000000000005,6,Muslim,131,0.13,102157,2.51,8,Other religion,36,0.04,102157,0.52,3,Buddhist,37,0.04,102157,0.67,5,Jewish,17,0.02,102157,0.52,4,Hindu,70,0.07,102157,0.52,7,Sikh,14,0.01,102157,0.52
205,E07000208,Epsom and Ewell,3,Not answered,1,No religion,637,1.05,60864,36.309999999999995,2,Christian,995,1.63,60864,53.4,6,Muslim,160,0.26,60864,4.74,8,Other religion,16,0.03,60864,0.5,3,Buddhist,18,0.03,60864,0.8,5,Jewish,7,0.01,60864,0.5,4,Hindu,81,0.13,60864,0.5,7,Sikh,10,0.02,60864,0.5
206,E07000209,Guildford,3,Not answered,1,No religion,1307,1.18,111122,41.58,2,Christian,1571,1.41,111122,52.9,6,Muslim,134,0.12,111122,2.1,8,Other religion,33,0.03,111122,0.56,3,Buddhist,43,0.04,111122,0.8200000000000001,5,Jewish,8,0.01,111122,0.56,4,Hindu,54,0.05,111122,0.56,7,Sikh,7,0.01,111122,0.56
207,E07000210,Mole Valley,3,Not answered,1,No religion,731,1.08,67953,39.309999999999995,2,Christian,1058,1.56,67953,57.43,6,Muslim,37,0.05,67953,1.1500000000000001,8,Other religion,23,0.03,67953,0.49,3,Buddhist,10,0.01,67953,0.45,5,Jewish,3,0.0,67953,0.49,4,Hindu,20,0.03,67953,0.49,7,Sikh,2,0.0,67953,0.49
208,E07000211,Reigate and Banstead,3,Not answered,1,No religion,1272,1.12,113195,38.809999999999995,2,Christian,1762,1.56,113195,54.330000000000005,6,Muslim,238,0.21,113195,2.92,8,Other religion,37,0.03,113195,0.5,3,Buddhist,25,0.02,113195,0.55,5,Jewish,8,0.01,113195,0.5,4,Hindu,136,0.12,113195,0.5,7,Sikh,9,0.01,113195,0.5
209,E07000212,Runnymede,3,Not answered,1,No religion,720,1.06,67708,36.54,2,Christian,1174,1.73,67708,55.26,6,Muslim,81,0.12,67708,2.81,8,Other religion,27,0.04,67708,0.6200000000000001,3,Buddhist,23,0.03,67708,0.62,5,Jewish,8,0.01,67708,0.6200000000000001,4,Hindu,56,0.08,67708,0.6200000000000001,7,Sikh,33,0.05,67708,0.6200000000000001
210,E07000213,Spelthorne,3,Not answered,1,No religion,800,1.02,78629,32.260000000000005,2,Christian,1448,1.84,78629,55.800000000000004,6,Muslim,184,0.23,78629,3.61,8,Other religion,36,0.05,78629,0.5800000000000001,3,Buddhist,27,0.03,78629,0.77,5,Jewish,6,0.01,78629,0.5800000000000001,4,Hindu,187,0.24,78629,0.5800000000000001,7,Sikh,107,0.14,78629,0.5800000000000001
211,E07000214,Surrey Heath,3,Not answered,1,No religion,609,0.87,69714,36.19,2,Christian,903,1.3,69714,55.419999999999995,6,Muslim,132,0.19,69714,2.92,8,Other religion,25,0.04,69714,0.65,3,Buddhist,33,0.05,69714,1.21,5,Jewish,3,0.0,69714,0.65,4,Hindu,73,0.1,69714,0.65,7,Sikh,23,0.03,69714,0.65
212,E07000215,Tandridge,3,Not answered,1,No religion,768,1.15,66610,39.46,2,Christian,970,1.46,66610,56.870000000000005,6,Muslim,53,0.08,66610,1.24,8,Other religion,29,0.04,66610,0.45999999999999996,3,Buddhist,27,0.04,66610,0.45999999999999996,5,Jewish,2,0.0,66610,0.45999999999999996,4,Hindu,33,0.05,66610,0.45999999999999996,7,Sikh,3,0.0,66610,0.45999999999999996
213,E07000216,Waverley,3,Not answered,1,No religion,1066,1.09,97436,40.00000000000001,2,Christian,1546,1.59,97436,57.13,6,Muslim,86,0.09,97436,1.09,8,Other religion,39,0.04,97436,0.5700000000000001,3,Buddhist,28,0.03,97436,0.52,5,Jewish,6,0.01,97436,0.5700000000000001,4,Hindu,21,0.02,97436,0.5700000000000001,7,Sikh,3,0.0,97436,0.5700000000000001
214,E07000217,Woking,3,Not answered,1,No religion,729,0.93,78386,34.75,2,Christian,1217,1.55,78386,52.39,6,Muslim,472,0.6,78386,8.62,8,Other religion,19,0.02,78386,0.5800000000000001,3,Buddhist,21,0.03,78386,0.74,5,Jewish,4,0.01,78386,0.5800000000000001,4,Hindu,82,0.1,78386,0.5800000000000001,7,Sikh,8,0.01,78386,0.5800000000000001
215,E07000218,North Warwickshire,3,Not answered,1,No religion,519,1.01,51262,36.959999999999994,2,Christian,948,1.85,51262,61.11,6,Muslim,6,0.01,51262,0.37,8,Other religion,15,0.03,51262,0.49,3,Buddhist,9,0.02,51262,0.24,5,Jewish,0,0.0,51262,0.49,4,Hindu,9,0.02,51262,0.49,7,Sikh,6,0.01,51262,0.49
216,E07000219,Nuneaton and Bedworth,3,Not answered,1,No religion,1171,1.14,102906,36.92,2,Christian,1834,1.78,102906,54.4,6,Muslim,166,0.16,102906,2.85,8,Other religion,48,0.05,102906,0.76,3,Buddhist,27,0.03,102906,0.63,5,Jewish,1,0.0,102906,0.76,4,Hindu,128,0.12,102906,0.76,7,Sikh,156,0.15,102906,0.76
217,E07000220,Rugby,3,Not answered,1,No religion,979,1.13,86827,36.5,2,Christian,1711,1.97,86827,55.99999999999999,6,Muslim,79,0.09,86827,1.6700000000000002,8,Other religion,34,0.04,86827,0.62,3,Buddhist,20,0.02,86827,0.43,5,Jewish,1,0.0,86827,0.62,4,Hindu,153,0.18,86827,0.62,7,Sikh,46,0.05,86827,0.62
218,E07000221,Stratford-on-Avon,3,Not answered,1,No religion,1039,0.97,106589,35.71,2,Christian,1865,1.75,106589,61.98,6,Muslim,27,0.03,106589,0.45999999999999996,8,Other religion,47,0.04,106589,0.49,3,Buddhist,22,0.02,106589,0.34,5,Jewish,6,0.01,106589,0.49,4,Hindu,27,0.03,106589,0.49,7,Sikh,9,0.01,106589,0.49
219,E07000222,Warwick,3,Not answered,1,No religion,1255,1.08,116032,40.87,2,Christian,1634,1.41,116032,49.50999999999999,6,Muslim,104,0.09,116032,1.4400000000000002,8,Other religion,51,0.04,116032,0.5900000000000001,3,Buddhist,21,0.02,116032,0.48000000000000004,5,Jewish,6,0.01,116032,0.5900000000000001,4,Hindu,127,0.11,116032,0.5900000000000001,7,Sikh,221,0.19,116032,0.5900000000000001
220,E07000223,Adur,3,Not answered,1,No religion,670,1.34,49937,47.510000000000005,2,Christian,728,1.46,49937,49.18,6,Muslim,31,0.06,49937,1.23,8,Other religion,13,0.03,49937,0.73,3,Buddhist,10,0.02,49937,0.51,5,Jewish,2,0.0,49937,0.73,4,Hindu,1,0.0,49937,0.73,7,Sikh,1,0.0,49937,0.73
221,E07000224,Arun,3,Not answered,1,No religion,1606,1.22,131269,39.55,2,Christian,2698,2.06,131269,58.34,6,Muslim,58,0.04,131269,0.65,8,Other religion,61,0.05,131269,0.6300000000000001,3,Buddhist,35,0.03,131269,0.36,5,Jewish,9,0.01,131269,0.6300000000000001,4,Hindu,28,0.02,131269,0.6300000000000001,7,Sikh,5,0.0,131269,0.6300000000000001
222,E07000225,Chichester,3,Not answered,1,No religion,1110,1.13,98560,39.120000000000005,2,Christian,1665,1.69,98560,58.69,6,Muslim,36,0.04,98560,0.5,8,Other religion,36,0.04,98560,0.63,3,Buddhist,28,0.03,98560,0.5800000000000001,5,Jewish,7,0.01,98560,0.63,4,Hindu,11,0.01,98560,0.63,7,Sikh,2,0.0,98560,0.63
223,E07000226,Crawley,3,Not answered,1,No religion,889,1.01,88379,35.86,2,Christian,1463,1.66,88379,47.81999999999999,6,Muslim,562,0.64,88379,8.860000000000001,8,Other religion,56,0.06,88379,0.6200000000000001,3,Buddhist,21,0.02,88379,0.52,5,Jewish,2,0.0,88379,0.6200000000000001,4,Hindu,319,0.36,88379,0.6200000000000001,7,Sikh,43,0.05,88379,0.6200000000000001
224,E07000227,Horsham,3,Not answered,1,No religion,1276,1.12,113656,42.489999999999995,2,Christian,1555,1.37,113656,54.92999999999999,6,Muslim,63,0.06,113656,0.76,8,Other religion,42,0.04,113656,0.53,3,Buddhist,27,0.02,113656,0.45,5,Jewish,10,0.01,113656,0.53,4,Hindu,30,0.03,113656,0.53,7,Sikh,1,0.0,113656,0.53
225,E07000228,Mid Sussex,3,Not answered,1,No religion,1213,1.05,115884,42.519999999999996,2,Christian,1672,1.44,115884,53.66,6,Muslim,84,0.07,115884,1.1300000000000001,8,Other religion,50,0.04,115884,0.87,3,Buddhist,36,0.03,115884,0.45999999999999996,5,Jewish,10,0.01,115884,0.87,4,Hindu,68,0.06,115884,0.87,7,Sikh,11,0.01,115884,0.87
226,E07000229,Worthing,3,Not answered,1,No religion,1222,1.41,86639,45.949999999999996,2,Christian,1411,1.63,86639,49.760000000000005,6,Muslim,127,0.15,86639,1.63,8,Other religion,43,0.05,86639,0.8600000000000001,3,Buddhist,26,0.03,86639,0.74,5,Jewish,18,0.02,86639,0.8600000000000001,4,Hindu,40,0.05,86639,0.8600000000000001,7,Sikh,9,0.01,86639,0.8600000000000001
227,E07000234,Bromsgrove,3,Not answered,1,No religion,785,1.02,76733,36.84,2,Christian,1277,1.66,76733,59.66,6,Muslim,38,0.05,76733,0.8,8,Other religion,18,0.02,76733,0.47000000000000003,3,Buddhist,9,0.01,76733,0.32,5,Jewish,4,0.01,76733,0.47000000000000003,4,Hindu,31,0.04,76733,0.47000000000000003,7,Sikh,29,0.04,76733,0.47000000000000003
228,E07000235,Malvern Hills,3,Not answered,1,No religion,781,1.24,63099,38.3,2,Christian,1216,1.93,63099,59.83,6,Muslim,27,0.04,63099,0.42,8,Other religion,23,0.04,63099,0.63,3,Buddhist,15,0.02,63099,0.43,5,Jewish,0,0.0,63099,0.63,4,Hindu,8,0.01,63099,0.63,7,Sikh,2,0.0,63099,0.63
229,E07000236,Redditch,3,Not answered,1,No religion,873,1.31,66512,39.910000000000004,2,Christian,1170,1.76,66512,54.66,6,Muslim,211,0.32,66512,3.82,8,Other religion,26,0.04,66512,0.54,3,Buddhist,5,0.01,66512,0.25,5,Jewish,0,0.0,66512,0.54,4,Hindu,11,0.02,66512,0.54,7,Sikh,6,0.01,66512,0.54
230,E07000237,Worcester,3,Not answered,1,No religion,963,1.2,80481,40.31,2,Christian,1615,2.01,80481,54.54,6,Muslim,247,0.31,80481,3.5700000000000003,8,Other religion,22,0.03,80481,0.54,3,Buddhist,12,0.01,80481,0.41000000000000003,5,Jewish,1,0.0,80481,0.54,4,Hindu,16,0.02,80481,0.54,7,Sikh,4,0.0,80481,0.54
231,E07000238,Wychavon,3,Not answered,1,No religion,1029,0.98,104729,34.63,2,Christian,2101,2.01,104729,63.55,6,Muslim,38,0.04,104729,0.55,8,Other religion,37,0.04,104729,0.5,3,Buddhist,23,0.02,104729,0.29000000000000004,5,Jewish,1,0.0,104729,0.5,4,Hindu,4,0.0,104729,0.5,7,Sikh,4,0.0,104729,0.5
232,E07000239,Wyre Forest,3,Not answered,1,No religion,1062,1.33,79812,37.87,2,Christian,1826,2.29,79812,60.04,6,Muslim,46,0.06,79812,0.8300000000000001,8,Other religion,24,0.03,79812,0.55,3,Buddhist,12,0.02,79812,0.27,5,Jewish,1,0.0,79812,0.55,4,Hindu,2,0.0,79812,0.55,7,Sikh,13,0.02,79812,0.55
233,E07000240,St Albans,3,Not answered,1,No religion,1133,1.04,109387,38.32,2,Christian,1499,1.37,109387,52.26,6,Muslim,352,0.32,109387,4.4,8,Other religion,43,0.04,109387,0.54,3,Buddhist,44,0.04,109387,0.5700000000000001,5,Jewish,24,0.02,109387,0.54,4,Hindu,85,0.08,109387,0.54,7,Sikh,6,0.01,109387,0.54
234,E07000241,Welwyn Hatfield,3,Not answered,1,No religion,984,1.08,90875,38.089999999999996,2,Christian,1712,1.88,90875,52.28000000000001,6,Muslim,149,0.16,90875,3.25,8,Other religion,45,0.05,90875,0.78,3,Buddhist,25,0.03,90875,0.8300000000000001,5,Jewish,18,0.02,90875,0.78,4,Hindu,108,0.12,90875,0.78,7,Sikh,11,0.01,90875,0.78
235,E07000242,East Hertfordshire,3,Not answered,1,No religion,1252,1.1,114310,42.25000000000001,2,Christian,1668,1.46,114310,54.550000000000004,6,Muslim,78,0.07,114310,1.1,8,Other religion,58,0.05,114310,0.51,3,Buddhist,25,0.02,114310,0.41000000000000003,5,Jewish,11,0.01,114310,0.51,4,Hindu,30,0.03,114310,0.51,7,Sikh,5,0.0,114310,0.51
236,E07000243,Stevenage,3,Not answered,1,No religion,863,1.28,67324,45.2,2,Christian,1074,1.6,67324,48.4,6,Muslim,152,0.23,67324,2.94,8,Other religion,35,0.05,67324,0.7300000000000001,3,Buddhist,15,0.02,67324,0.53,5,Jewish,5,0.01,67324,0.7300000000000001,4,Hindu,47,0.07,67324,0.7300000000000001,7,Sikh,12,0.02,67324,0.7300000000000001
237,E07000244,East Suffolk,3,Not answered,1,No religion,2694,1.39,194393,43.85,2,Christian,3858,1.98,194393,54.15,6,Muslim,85,0.04,194393,0.48,8,Other religion,80,0.04,194393,0.67,3,Buddhist,45,0.02,194393,0.38,5,Jewish,13,0.01,194393,0.67,4,Hindu,40,0.02,194393,0.67,7,Sikh,5,0.0,194393,0.67
238,E07000245,West Suffolk,3,Not answered,1,No religion,1797,1.29,139075,42.75,2,Christian,2642,1.9,139075,54.49,6,Muslim,98,0.07,139075,1.01,8,Other religion,65,0.05,139075,0.65,3,Buddhist,31,0.02,139075,0.55,5,Jewish,10,0.01,139075,0.65,4,Hindu,24,0.02,139075,0.65,7,Sikh,1,0.0,139075,0.65
239,E07000246,Somerset West and Taunton,3,Not answered,1,No religion,1682,1.37,122933,41.96999999999999,2,Christian,2532,2.06,122933,56.02,6,Muslim,44,0.04,122933,0.52,8,Other religion,49,0.04,122933,0.68,3,Buddhist,23,0.02,122933,0.39,5,Jewish,7,0.01,122933,0.68,4,Hindu,9,0.01,122933,0.68,7,Sikh,8,0.01,122933,0.68
240,E08000001,Bolton,3,Not answered,1,No religion,1971,0.89,221632,26.52,2,Christian,3559,1.61,221632,52.839999999999996,6,Muslim,3338,1.51,221632,17.64,8,Other religion,70,0.03,221632,0.4,3,Buddhist,24,0.01,221632,0.23,5,Jewish,2,0.0,221632,0.4,4,Hindu,260,0.12,221632,0.4,7,Sikh,11,0.0,221632,0.4
241,E08000002,Bury,3,Not answered,1,No religion,1328,0.9,147544,30.13,2,Christian,2238,1.52,147544,54.46,6,Muslim,957,0.65,147544,8.75,8,Other religion,48,0.03,147544,0.41000000000000003,3,Buddhist,22,0.01,147544,0.32,5,Jewish,493,0.33,147544,0.41000000000000003,4,Hindu,34,0.02,147544,0.41000000000000003,7,Sikh,25,0.02,147544,0.41000000000000003
242,E08000003,Manchester,3,Not answered,1,No religion,5053,1.23,411114,36.58,2,Christian,6214,1.51,411114,39.91,6,Muslim,6272,1.53,411114,19.98,8,Other religion,229,0.06,411114,0.6100000000000001,3,Buddhist,142,0.03,411114,0.7100000000000001,5,Jewish,153,0.04,411114,0.6100000000000001,4,Hindu,267,0.06,411114,0.6100000000000001,7,Sikh,93,0.02,411114,0.6100000000000001
243,E08000004,Oldham,3,Not answered,1,No religion,1455,0.82,178357,26.099999999999998,2,Christian,2831,1.59,178357,50.82000000000001,6,Muslim,3354,1.88,178357,21.869999999999997,8,Other religion,42,0.02,178357,0.30000000000000004,3,Buddhist,17,0.01,178357,0.23,5,Jewish,8,0.0,178357,0.30000000000000004,4,Hindu,56,0.03,178357,0.30000000000000004,7,Sikh,3,0.0,178357,0.30000000000000004
244,E08000005,Rochdale,3,Not answered,1,No religion,1488,0.89,166840,29.21,2,Christian,2614,1.57,166840,52.410000000000004,6,Muslim,2143,1.28,166840,17.3,8,Other religion,58,0.03,166840,0.36,3,Buddhist,19,0.01,166840,0.21000000000000002,5,Jewish,9,0.01,166840,0.36,4,Hindu,16,0.01,166840,0.36,7,Sikh,13,0.01,166840,0.36
245,E08000006,Salford,3,Not answered,1,No religion,2478,1.21,204306,37.61,2,Christian,3474,1.7,204306,52.93,6,Muslim,604,0.3,204306,4.68,8,Other religion,62,0.03,204306,0.5,3,Buddhist,44,0.02,204306,0.45,5,Jewish,1353,0.66,204306,0.5,4,Hindu,64,0.03,204306,0.5,7,Sikh,13,0.01,204306,0.5
246,E08000007,Stockport,3,Not answered,1,No religion,2473,1.09,226807,39.480000000000004,2,Christian,3217,1.42,226807,53.120000000000005,6,Muslim,719,0.32,226807,5.050000000000001,8,Other religion,99,0.04,226807,0.48,3,Buddhist,46,0.02,226807,0.38,5,Jewish,28,0.01,226807,0.48,4,Hindu,70,0.03,226807,0.48,7,Sikh,18,0.01,226807,0.48
247,E08000008,Tameside,3,Not answered,1,No religion,2021,1.14,176575,37.68,2,Christian,2589,1.47,176575,53.55,6,Muslim,871,0.49,176575,6.38,8,Other religion,45,0.03,176575,0.44999999999999996,3,Buddhist,22,0.01,176575,0.31,5,Jewish,5,0.0,176575,0.44999999999999996,4,Hindu,121,0.07,176575,0.44999999999999996,7,Sikh,5,0.0,176575,0.44999999999999996
248,E08000009,Trafford,3,Not answered,1,No religion,1692,0.96,176878,33.96,2,Christian,2462,1.39,176878,53.43,6,Muslim,807,0.46,176878,7.8999999999999995,8,Other religion,60,0.03,176878,0.44999999999999996,3,Buddhist,25,0.01,176878,0.47000000000000003,5,Jewish,42,0.02,176878,0.44999999999999996,4,Hindu,121,0.07,176878,0.44999999999999996,7,Sikh,70,0.04,176878,0.44999999999999996
249,E08000010,Wigan,3,Not answered,1,No religion,2467,0.96,256411,29.790000000000003,2,Christian,4679,1.82,256411,68.05999999999999,6,Muslim,245,0.1,256411,1.1,8,Other religion,87,0.03,256411,0.38,3,Buddhist,36,0.01,256411,0.28,5,Jewish,2,0.0,256411,0.38,4,Hindu,47,0.02,256411,0.38,7,Sikh,8,0.0,256411,0.38
250,E08000011,Knowsley,3,Not answered,1,No religion,1115,0.94,118389,26.18,2,Christian,2311,1.95,118389,72.45,6,Muslim,54,0.05,118389,0.55,8,Other religion,18,0.02,118389,0.23,3,Buddhist,12,0.01,118389,0.2,5,Jewish,0,0.0,118389,0.23,4,Hindu,13,0.01,118389,0.23,7,Sikh,2,0.0,118389,0.23
251,E08000012,Liverpool,3,Not answered,1,No religion,4010,1.06,378628,31.16,2,Christian,6878,1.82,378628,61.949999999999996,6,Muslim,1352,0.36,378628,4.58,8,Other religion,159,0.04,378628,0.4799999999999999,3,Buddhist,102,0.03,378628,0.5,5,Jewish,27,0.01,378628,0.4799999999999999,4,Hindu,153,0.04,378628,0.4799999999999999,7,Sikh,20,0.01,378628,0.4799999999999999
252,E08000013,St. Helens,3,Not answered,1,No religion,1275,0.89,143619,29.99,2,Christian,2549,1.77,143619,68.25,6,Muslim,63,0.04,143619,0.65,8,Other religion,46,0.03,143619,0.42000000000000004,3,Buddhist,23,0.02,143619,0.31000000000000005,5,Jewish,2,0.0,143619,0.42000000000000004,4,Hindu,40,0.03,143619,0.42000000000000004,7,Sikh,6,0.0,143619,0.42000000000000004
253,E08000014,Sefton,3,Not answered,1,No religion,1951,0.88,220801,28.29,2,Christian,3943,1.79,220801,69.71000000000001,6,Muslim,109,0.05,220801,0.7200000000000001,8,Other religion,43,0.02,220801,0.41000000000000003,3,Buddhist,26,0.01,220801,0.28,5,Jewish,9,0.0,220801,0.41000000000000003,4,Hindu,29,0.01,220801,0.41000000000000003,7,Sikh,7,0.0,220801,0.41000000000000003
254,E08000015,Wirral,3,Not answered,1,No religion,2948,1.19,248347,36.559999999999995,2,Christian,4082,1.64,248347,61.1,6,Muslim,194,0.08,248347,0.89,8,Other religion,68,0.03,248347,0.47,3,Buddhist,33,0.01,248347,0.37,5,Jewish,12,0.0,248347,0.47,4,Hindu,48,0.02,248347,0.47,7,Sikh,11,0.0,248347,0.47
255,E08000016,Barnsley,3,Not answered,1,No religion,2212,1.17,189686,40.63,2,Christian,3551,1.87,189686,57.93,6,Muslim,83,0.04,189686,0.5,8,Other religion,55,0.03,189686,0.43000000000000005,3,Buddhist,19,0.01,189686,0.21000000000000002,5,Jewish,4,0.0,189686,0.43000000000000005,4,Hindu,23,0.01,189686,0.43000000000000005,7,Sikh,5,0.0,189686,0.43000000000000005
256,E08000017,Doncaster,3,Not answered,1,No religion,2847,1.2,237737,38.5,2,Christian,5214,2.19,237737,57.589999999999996,6,Muslim,396,0.17,237737,2.04,8,Other religion,99,0.04,237737,0.65,3,Buddhist,41,0.02,237737,0.32,5,Jewish,8,0.0,237737,0.65,4,Hindu,46,0.02,237737,0.65,7,Sikh,80,0.03,237737,0.65
257,E08000018,Rotherham,3,Not answered,1,No religion,2392,1.17,204662,38.77,2,Christian,3523,1.72,204662,55.629999999999995,6,Muslim,846,0.41,204662,4.489999999999999,8,Other religion,69,0.03,204662,0.42000000000000004,3,Buddhist,36,0.02,204662,0.22999999999999998,5,Jewish,2,0.0,204662,0.42000000000000004,4,Hindu,33,0.02,204662,0.42000000000000004,7,Sikh,27,0.01,204662,0.42000000000000004
258,E08000019,Sheffield,3,Not answered,1,No religion,5922,1.38,428801,45.25,2,Christian,7239,1.69,428801,43.669999999999995,6,Muslim,3264,0.76,428801,9.0,8,Other religion,172,0.04,428801,0.5700000000000001,3,Buddhist,99,0.02,428801,0.48000000000000004,5,Jewish,20,0.0,428801,0.5700000000000001,4,Hindu,97,0.02,428801,0.5700000000000001,7,Sikh,21,0.0,428801,0.5700000000000001
259,E08000021,Newcastle upon Tyne,3,Not answered,1,No religion,2990,1.28,233331,43.23,2,Christian,3411,1.46,233331,45.79,6,Muslim,1410,0.6,233331,7.72,8,Other religion,85,0.04,233331,0.49999999999999994,3,Buddhist,61,0.03,233331,0.54,5,Jewish,21,0.01,233331,0.49999999999999994,4,Hindu,159,0.07,233331,0.49999999999999994,7,Sikh,44,0.02,233331,0.49999999999999994
260,E08000022,North Tyneside,3,Not answered,1,No religion,1841,1.13,163518,45.39,2,Christian,2035,1.24,163518,52.11,6,Muslim,109,0.07,163518,1.1,8,Other religion,45,0.03,163518,0.45000000000000007,3,Buddhist,21,0.01,163518,0.32,5,Jewish,5,0.0,163518,0.45000000000000007,4,Hindu,18,0.01,163518,0.45000000000000007,7,Sikh,15,0.01,163518,0.45000000000000007
261,E08000023,South Tyneside,3,Not answered,1,No religion,1190,1.03,115841,38.13,2,Christian,1845,1.59,115841,58.53,6,Muslim,205,0.18,115841,2.2,8,Other religion,44,0.04,115841,0.42,3,Buddhist,23,0.02,115841,0.21,5,Jewish,0,0.0,115841,0.42,4,Hindu,17,0.01,115841,0.42,7,Sikh,29,0.03,115841,0.42
262,E08000024,Sunderland,3,Not answered,1,No religion,2186,1.01,215909,38.41,2,Christian,3425,1.59,215909,58.85000000000001,6,Muslim,270,0.13,215909,1.56,8,Other religion,41,0.02,215909,0.37000000000000005,3,Buddhist,28,0.01,215909,0.22,5,Jewish,8,0.0,215909,0.37000000000000005,4,Hindu,25,0.01,215909,0.37000000000000005,7,Sikh,43,0.02,215909,0.37000000000000005
263,E08000025,Birmingham,3,Not answered,1,No religion,8923,1.07,834586,26.21,2,Christian,15183,1.82,834586,39.54,6,Muslim,18781,2.25,834586,27.56,8,Other religion,384,0.05,834586,0.67,3,Buddhist,232,0.03,834586,0.45999999999999996,5,Jewish,53,0.01,834586,0.67,4,Hindu,994,0.12,834586,0.67,7,Sikh,1388,0.17,834586,0.67
264,E08000026,Coventry,3,Not answered,1,No religion,3004,1.16,259624,31.07,2,Christian,5721,2.2,259624,48.82000000000001,6,Muslim,1970,0.76,259624,9.32,8,Other religion,122,0.05,259624,0.66,3,Buddhist,65,0.03,259624,0.42000000000000004,5,Jewish,6,0.0,259624,0.66,4,Hindu,655,0.25,259624,0.66,7,Sikh,772,0.3,259624,0.66
265,E08000027,Dudley,3,Not answered,1,No religion,2869,1.16,248255,35.19,2,Christian,5381,2.17,248255,56.2,6,Muslim,1189,0.48,248255,5.359999999999999,8,Other religion,61,0.02,248255,0.53,3,Buddhist,39,0.02,248255,0.29000000000000004,5,Jewish,10,0.0,248255,0.53,4,Hindu,107,0.04,248255,0.53,7,Sikh,194,0.08,248255,0.53
266,E08000028,Sandwell,3,Not answered,1,No religion,2702,1.07,251970,26.23,2,Christian,5647,2.24,251970,45.620000000000005,6,Muslim,2460,0.98,251970,11.920000000000002,8,Other religion,123,0.05,251970,0.8200000000000001,3,Buddhist,51,0.02,251970,0.31,5,Jewish,8,0.0,251970,0.8200000000000001,4,Hindu,493,0.2,251970,0.8200000000000001,7,Sikh,1949,0.77,251970,0.8200000000000001
267,E08000029,Solihull,3,Not answered,1,No religion,1558,0.94,165806,32.49,2,Christian,2699,1.63,165806,56.8,6,Muslim,432,0.26,165806,4.75,8,Other religion,54,0.03,165806,0.42000000000000004,3,Buddhist,33,0.02,165806,0.32,5,Jewish,6,0.0,165806,0.42000000000000004,4,Hindu,191,0.12,165806,0.42000000000000004,7,Sikh,125,0.08,165806,0.42000000000000004
268,E08000030,Walsall,3,Not answered,1,No religion,2389,1.13,211615,29.279999999999998,2,Christian,4633,2.19,211615,51.419999999999995,6,Muslim,1725,0.82,211615,10.129999999999999,8,Other religion,77,0.04,211615,0.68,3,Buddhist,39,0.02,211615,0.21,5,Jewish,1,0.0,211615,0.68,4,Hindu,232,0.11,211615,0.68,7,Sikh,757,0.36,211615,0.68
269,E08000031,Wolverhampton,3,Not answered,1,No religion,2149,1.09,197177,27.41,2,Christian,4952,2.51,197177,49.43,6,Muslim,722,0.37,197177,4.78,8,Other religion,172,0.09,197177,1.36,3,Buddhist,68,0.03,197177,0.39,5,Jewish,8,0.0,197177,1.36,4,Hindu,519,0.26,197177,1.36,7,Sikh,1542,0.78,197177,1.36
270,E08000032,Bradford,3,Not answered,1,No religion,4035,1.01,398999,29.560000000000002,2,Christian,6134,1.54,398999,39.33,6,Muslim,10584,2.65,398999,28.349999999999998,8,Other religion,142,0.04,398999,0.48,3,Buddhist,42,0.01,398999,0.22,5,Jewish,14,0.0,398999,0.48,4,Hindu,291,0.07,398999,0.48,7,Sikh,248,0.06,398999,0.48
